Abbreviation,Taxonomy ID,relevant taxonomy,Scientific name,Lineage.set,BUSCO_completeness,BUSCO_single,BUSCO_duplicated,BUSCO_fragmented,BUSCO_missing,PreLECASubset,Download location,Ref,Download date proteome,fasta_header_type,proteome_fasta_file,Genome/transcriptome,Genome_location,SMC2,SMC4,CAPH,CAPG,CAPD2,CAPH2,CAPG2,CAPD3,SMC1,SMC3,Scc1,Rec8,Scc3,PDS5,NIPBL,MAU2,WAPL,Eco1,Securin,Sororin,Haspin,Shugoshin,Separase,CTCF,SMC5,SMC6,Nse4,Nse1,Nse3,Nse2,Nse5,Nse6
PORPUR,35688,Rhodophyta,Porphyridium purpureum,eukaryota_odb95,73.88059701,,,7.462686567,18.65671642,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/690/995/GCA_008690995.1_P_purpureum_CCMP1328_Hybrid_assembly/GCA_008690995.1_P_purpureum_CCMP1328_Hybrid_assembly_protein.faa.gz,,20220419,gcf,GCA_008690995.1_P_purpureum_CCMP1328_Hybrid_assembly_protein.faa,genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/690/995/GCA_008690995.1_P_purpureum_CCMP1328_Hybrid_assembly/GCA_008690995.1_P_purpureum_CCMP1328_Hybrid_assembly_genomic.fna.gz ,PORPUR006811,PORPUR009771,PORPUR002613,PORPUR008974,PORPUR005792,PORPUR004766,PORPUR008488,PORPUR002260,PORPUR009153,PORPUR005404,PORPUR000695,PORPUR007665;PORPUR001919,PORPUR002562,PORPUR007086,PORPUR007228,,PORPUR009598,PORPUR008706,PORPUR000357,,,,PORPUR006007,,PORPUR003512,PORPUR009396,PORPUR009460,PORPUR000178,PORPUR002768,PORPUR007807,,
CYAGLO,77921,Glaucophyta,Cyanoptyche gloeocystis,eukaryota_odb96,34.88372093,,,8.914728682,56.20155039,False,EukProt,,20220328,eukprot,EP00274_Cyanoptyche_gloeocystis.fasta,transcriptome,,,,,,,,,,CYAGLO001062,CYAGLO006032,CYAGLO005788,,,,,,,,,,,,,,CYAGLO004834,,,CYAGLO000738,CYAGLO005405;CYAGLO001651,,,
CYAPAR,2762,Glaucophyta,Cyanophora paradoxa,eukaryota_odb97,85.32818533,,,3.474903475,11.1969112,True,https://genome.jgi.doe.gov/portal/Cyapar1/download/Cyapar1_GeneCatalog_proteins_20200807.aa.fasta.gz,,20220419,jgi,Cyapar1_GeneCatalog_proteins_20200807.aa.fasta,transcriptome,,CYAPAR017367,CYAPAR018303,CYAPAR013020;CYAPAR013408,CYAPAR015683,CYAPAR009186;CYAPAR009182,CYAPAR002722,CYAPAR010117,CYAPAR007824,CYAPAR001112,CYAPAR018309,CYAPAR017353,CYAPAR017600,CYAPAR005408,CYAPAR016343;CYAPAR003144;CYAPAR003142,CYAPAR022399,CYAPAR016899,CYAPAR009624,CYAPAR023674,CYAPAR012771,CYAPAR003443,,,,,CYAPAR021272,CYAPAR014887;CYAPAR014854,CYAPAR010597,CYAPAR016895,CYAPAR018870,CYAPAR001719,,CYAPAR023163
GLOWIT,38269,Glaucophyta,Gloeochaete wittrockiana,eukaryota_odb98,87.98701299,,,4.545454545,7.467532468,True,EukProt,,20220328,eukprot,EP00276_Gloeochaete_wittrockiana.fasta,transcriptome,,GLOWIT024501,GLOWIT007943,GLOWIT020961;GLOWIT021617,GLOWIT023688,GLOWIT012859,,,,GLOWIT023884,GLOWIT000464,GLOWIT007123,,GLOWIT024263;GLOWIT012475,GLOWIT000975,GLOWIT010052;GLOWIT009922;GLOWIT023743;GLOWIT008706,GLOWIT022592,GLOWIT010103,GLOWIT018900,GLOWIT006465,GLOWIT002469,,,GLOWIT001816;GLOWIT020232,,GLOWIT013093;GLOWIT017278;GLOWIT014416;GLOWIT016845,GLOWIT005567;GLOWIT023865;GLOWIT020053;GLOWIT012818;GLOWIT018417,GLOWIT014255,GLOWIT023976;GLOWIT018538,GLOWIT004742,GLOWIT006384,GLOWIT005141;GLOWIT021734,GLOWIT023351
CHLATM,3144,Chloroplastida,Chlorokybus atmophyticus,eukaryota_odb99,90.625,,,4.6875,4.6875,False,EukProt,,20220328,eukprot,EP00898_Chlorokybus_atmophyticus.fasta,genome,https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Chlat1,CHLATM005912,CHLATM007674,CHLATM006836,CHLATM007975,CHLATM002805,,,,CHLATM006531,CHLATM004172,CHLATM000412,CHLATM003850,CHLATM007089,CHLATM002847,CHLATM000235,CHLATM003742,CHLATM006684,,,,CHLATM005136,,CHLATM007283,,CHLATM008216,CHLATM005635,CHLATM003200,CHLATM006970,CHLATM007608,CHLATM004252,,
KLENIT,105231,Chloroplastida,Klebsormidium nitens,eukaryota_odb100,97.265625,,,1.5625,1.171875,True,http://www.plantmorphogenesis.bio.titech.ac.jp/~algae_genome_project/klebsormidium/kf_download/160614_klebsormidium_v1.1_AA.fasta,,20220419,generic,160614_klebsormidium_v1.1_AA.fasta,genome,http://www.plantmorphogenesis.bio.titech.ac.jp/~algae_genome_project/klebsormidium/kf_download/120824_klebsormidium_Scaffolds_v1.0.fna,KLENIT000067,KLENIT011193,KLENIT002368,KLENIT009249;KLENIT007976,KLENIT003076,KLENIT008553,KLENIT005130,KLENIT008696,KLENIT012966,KLENIT013767,KLENIT009267,KLENIT002888,KLENIT012951,KLENIT013180,KLENIT015529,KLENIT008769,KLENIT005803,KLENIT009418,KLENIT008555,,KLENIT004443,KLENIT004884,KLENIT003534,,KLENIT003539,KLENIT013238,KLENIT003825,KLENIT012346,KLENIT014469,KLENIT004039,KLENIT009521,KLENIT005857
CHABRA,69332,Chloroplastida,Chara braunii,eukaryota_odb101,79.7752809,,,10.86142322,9.36329588,False,http://ftp.ensemblgenomes.org/pub/plants/release-52/fasta/chara_braunii/pep/Chara_braunii.Cbr_1.0.pep.all.fa.gz,,20220419,ensembl,Chara_braunii.Cbr_1.0.pep.all.fa,genome,http://ftp.ensemblgenomes.org/pub/plants/release-52/fasta/chara_braunii/dna/Chara_braunii.Cbr_1.0.dna.toplevel.fa.gz,CHABRA027393;CHABRA027401,CHABRA015621,CHABRA019535,CHABRA026339,CHABRA007882,CHABRA004820,CHABRA020663;CHABRA020662,CHABRA022259,CHABRA000922;CHABRA000864,CHABRA026644;CHABRA026632,CHABRA034922;CHABRA023208,CHABRA023646;CHABRA023645;CHABRA023633,CHABRA021987,CHABRA016139,CHABRA016208,CHABRA029623,CHABRA002612,CHABRA033221;CHABRA032125;CHABRA033082,CHABRA021378,,CHABRA029725,CHABRA000785,CHABRA002430;CHABRA002432;CHABRA029214,,CHABRA008654,CHABRA023721,CHABRA002317,CHABRA011075,CHABRA018180;CHABRA012914,CHABRA009138,CHABRA012050;CHABRA012040,CHABRA013825
MARPOL,3197,Chloroplastida,Marchantia polymorpha,eukaryota_odb102,99.61977186,,,0.3802281369,0.0,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/936/355/GCA_009936355.2_ASM993635v2/GCA_009936355.2_ASM993635v2_protein.faa.gz,,20220419,gcf,GCA_009936355.2_ASM993635v2_protein.faa,genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/936/355/GCA_009936355.2_ASM993635v2/GCA_009936355.2_ASM993635v2_genomic.fna.gz ,MARPOL000564,MARPOL014084,MARPOL003524,MARPOL015026;MARPOL015027,MARPOL007622,MARPOL006160,MARPOL018829,MARPOL010461,MARPOL003724,MARPOL014475,MARPOL013885;MARPOL010793,MARPOL012446,MARPOL007339,MARPOL008821;MARPOL018838,MARPOL011624,MARPOL013227,MARPOL001457,MARPOL002056,,MARPOL006873,MARPOL012915,MARPOL011003,MARPOL008173,,MARPOL007224,MARPOL020211,MARPOL020609,MARPOL015258,MARPOL006834,MARPOL001227;MARPOL010399,MARPOL015221,MARPOL006064
PHYPAT,3218,Chloroplastida,Physcomitrium patens,eukaryota_odb103,100.0,,,0.0,0.0,True,EukProt,,20220328,eukprot,EP00247_Physcomitrium_patens.fasta,transcriptome,,PHYPAT037130,PHYPAT046252,PHYPAT031727;PHYPAT024167,PHYPAT004229,PHYPAT015456;PHYPAT034395;PHYPAT034385,,,,PHYPAT039022;PHYPAT037325;PHYPAT034702,PHYPAT008016,PHYPAT021894;PHYPAT021224,PHYPAT014426,PHYPAT028461,PHYPAT001441;PHYPAT001440;PHYPAT001442;PHYPAT030349;PHYPAT005465,PHYPAT039642,PHYPAT030952;PHYPAT009791,PHYPAT028715,PHYPAT032987,PHYPAT008661,,PHYPAT018754,PHYPAT007276;PHYPAT005315,PHYPAT026574,,PHYPAT008064,PHYPAT032219,PHYPAT011254;PHYPAT011255,PHYPAT001895,PHYPAT039875,PHYPAT000870;PHYPAT004893;PHYPAT005731;PHYPAT006145,PHYPAT036051,PHYPAT032875
CYCPAN,123604,Chloroplastida,Cycas panzhihuaensis,eukaryota_odb104,95.07042254,,,2.112676056,2.816901408,False,https://db.cngb.org/codeplot/datasets/public_dataset?id=PwRftGHfPs5qG3gE,,20220419,generic,CYCPAN.fasta,genome,https://ftp.cngb.org/pub/CNSA/data1/CNP0001756/CNS0381401/CNA0022716/Cycas_panzhihuaensis_genome.fasta.gz,CYCPAN008163,CYCPAN007843,CYCPAN023277;CYCPAN001824,CYCPAN007087;CYCPAN025920,CYCPAN003888,CYCPAN009035;CYCPAN000366,CYCPAN026205,CYCPAN009967,CYCPAN027555,CYCPAN011466;CYCPAN014357;CYCPAN004724,CYCPAN017962;CYCPAN018546;CYCPAN005307;CYCPAN004317,CYCPAN031063,CYCPAN024090,CYCPAN008971;CYCPAN014862;CYCPAN009565;CYCPAN005624,CYCPAN003642;CYCPAN019978,CYCPAN008231;CYCPAN008300,CYCPAN007380,CYCPAN013204,CYCPAN022501,CYCPAN030476,CYCPAN030309,CYCPAN015682;CYCPAN025620,CYCPAN012189;CYCPAN012190;CYCPAN012191,,CYCPAN025727,CYCPAN030899,CYCPAN012452;CYCPAN019439;CYCPAN010410,CYCPAN026058,CYCPAN007956,CYCPAN021266,CYCPAN021969,CYCPAN005304
ARATHA,3702,Chloroplastida,Arabidopsis thaliana,eukaryota_odb105,100.0,,,0.0,0.0,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/735/GCF_000001735.4_TAIR10.1/GCF_000001735.4_TAIR10.1_protein.faa.gz,,20220419,gcf,GCF_000001735.4_TAIR10.1_protein.faa,genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/735/GCF_000001735.4_TAIR10.1/GCF_000001735.4_TAIR10.1_genomic.fna.gz,ARATHA038694;ARATHA013631,ARATHA005870,ARATHA027201,ARATHA036698,ARATHA005544,ARATHA029265,ARATHA010458,ARATHA032801,ARATHA007906,ARATHA001945,ARATHA032224;ARATHA035685;ARATHA031591;ARATHA043867;ARATHA003800,ARATHA046319;ARATHA034899,ARATHA041524,ARATHA003830;ARATHA033935;ARATHA022127;ARATHA009870;ARATHA004953,ARATHA035626,ARATHA037814,ARATHA021765;ARATHA024256,ARATHA033899;ARATHA016212,ARATHA015633;ARATHA006707,ARATHA014877,ARATHA021652,ARATHA002468;ARATHA028805,ARATHA016269,,ARATHA035657,ARATHA038622;ARATHA035085,ARATHA023708;ARATHA029555,ARATHA044428,ARATHA045365;ARATHA009578;ARATHA009577,ARATHA029161,ARATHA042879,ARATHA026907
SORBIC,4558,Chloroplastida,Sorghum bicolor,eukaryota_odb106,100.0,,,0.0,0.0,False,http://ftp.ensemblgenomes.org/pub/plants/release-52/fasta/sorghum_bicolor/pep/Sorghum_bicolor.Sorghum_bicolor_NCBIv3.pep.all.fa.gz,,20220419,ensembl,Sorghum_bicolor.Sorghum_bicolor_NCBIv3.pep.all.fa,genome,http://ftp.ensemblgenomes.org/pub/plants/release-52/fasta/sorghum_bicolor/dna/Sorghum_bicolor.Sorghum_bicolor_NCBIv3.dna.toplevel.fa.gz,SORBIC025487,SORBIC020073,SORBIC026893,SORBIC046454,SORBIC015700,SORBIC006434;SORBIC006430;SORBIC013027,SORBIC004782,SORBIC000901;SORBIC006078,SORBIC002174;SORBIC042655,SORBIC020648,SORBIC037355;SORBIC037354;SORBIC022685;SORBIC043015;SORBIC042437,SORBIC018787,SORBIC033369,SORBIC044274;SORBIC034076;SORBIC032928;SORBIC037040;SORBIC002088;SORBIC023999,SORBIC015964,SORBIC037599,SORBIC003925,SORBIC038434,SORBIC028573;SORBIC018213,SORBIC000163;SORBIC034393,SORBIC014423,SORBIC003469;SORBIC011646,SORBIC027266;SORBIC030837,,SORBIC046656,SORBIC014997;SORBIC012722,SORBIC028745;SORBIC043718;SORBIC040465,SORBIC001834;SORBIC033447,SORBIC032253,SORBIC018740,SORBIC030788,SORBIC023714
PRACOL,156133,Chloroplastida,Prasinoderma coloniale,eukaryota_odb107,85.09803922,,,5.098039216,9.803921569,False,EukProt,,20220328,eukprot,EP00793_Prasinoderma_coloniale.fasta,genome,https://ftp.cngb.org/pub/CNSA/data2/CNP0000924/CNS0223647/CNA0013964/Prasinoderma_coloniale_genome.fasta.gz,PRACOL006942,PRACOL002752,PRACOL002550,PRACOL003216,PRACOL003080,PRACOL005237,PRACOL001080,PRACOL004083,PRACOL000453,PRACOL000925,PRACOL000256,PRACOL000523,,,,,,PRACOL002510,,,PRACOL002542;PRACOL002543,,,,PRACOL003556,PRACOL001034,PRACOL004207,PRACOL000430,PRACOL004242,PRACOL004921,PRACOL001098,
MICSPE,38832,Chloroplastida,Micromonas species RCC299,eukaryota_odb108,80.54474708,,,5.447470817,14.0077821,True,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/265/GCF_000151265.2_Micromonas_pusilla_CCMP1545_v2.0/GCF_000151265.2_Micromonas_pusilla_CCMP1545_v2.0_protein.faa.gz,,20220419,gcf,GCF_000151265.2_Micromonas_pusilla_CCMP1545_v2.0_protein.faa,genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/265/GCF_000151265.2_Micromonas_pusilla_CCMP1545_v2.0/GCF_000151265.2_Micromonas_pusilla_CCMP1545_v2.0_genomic.fna.gz,MICSPE009894,MICSPE004675,MICSPE008291,MICSPE008802;MICSPE008804;MICSPE008803,MICSPE002247,,,,MICSPE000543,MICSPE002052,MICSPE007360;MICSPE007359,,MICSPE001714,MICSPE008108,MICSPE001578,MICSPE000749,MICSPE007033,MICSPE009138,,,MICSPE002619,MICSPE007578,,,MICSPE008282,MICSPE003087,MICSPE001643;MICSPE008260,MICSPE007586,MICSPE002563,MICSPE009804,MICSPE005350,MICSPE002743
OSTTAU,70448,Chloroplastida,Ostreococcus tauri,eukaryota_odb109,80.46875,,,5.859375,13.671875,False,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/015/GCF_000214015.3_version_140606/GCF_000214015.3_version_140606_protein.faa.gz,,20220419,gcf,GCF_000214015.3_version_140606_protein.faa,genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/214/015/GCF_000214015.3_version_140606/GCF_000214015.3_version_140606_genomic.fna.gz,OSTTAU004942,OSTTAU005437,OSTTAU000163,OSTTAU007462,OSTTAU000592,,,,OSTTAU000916,OSTTAU005875,OSTTAU005502,OSTTAU004525,OSTTAU000295,OSTTAU000328,OSTTAU006988,OSTTAU003156,OSTTAU002998,OSTTAU002871,OSTTAU004354,,OSTTAU005324,OSTTAU000912,OSTTAU006948,,OSTTAU000377,OSTTAU002071,OSTTAU000065,OSTTAU005692,OSTTAU001630,OSTTAU004209,OSTTAU006903,OSTTAU007068
NEPPYR,156128,Chloroplastida,Nephroselmis pyriformis,eukaryota_odb110,65.38461538,,,21.92307692,12.69230769,False,EukProt,,20220328,eukprot,EP00232_Nephroselmis_pyriformis.fasta,transcriptome,,NEPPYR026579,NEPPYR028825;NEPPYR025458,NEPPYR016265;NEPPYR025847,NEPPYR016460;NEPPYR013449,NEPPYR024282;NEPPYR004757,NEPPYR026877,NEPPYR015184,NEPPYR019607;NEPPYR026358,NEPPYR025014,NEPPYR020859,NEPPYR005175;NEPPYR014141,,NEPPYR021759;NEPPYR029183,NEPPYR006798;NEPPYR007378,NEPPYR006039;NEPPYR010877,NEPPYR013497;NEPPYR008631,NEPPYR007065;NEPPYR018727,,NEPPYR000069,,NEPPYR012017,,,,NEPPYR014530,NEPPYR008878;NEPPYR011296;NEPPYR025626;NEPPYR020060,NEPPYR022068,NEPPYR028620,NEPPYR020346,,NEPPYR017669,NEPPYR006591
CHLVAR,554065,Chloroplastida,Chlorella variabilis,eukaryota_odb111,78.90625,,,7.421875,13.671875,False,http://genome.jgi.doe.gov/ChlNC64A_1/download/Chlorella_NC64A.best_proteins.fasta.gz,,euk4,jgi,Chlorella_NC64A.best_proteins.fasta,transcriptome,,CHLVAR008305,CHLVAR001723,CHLVAR007734,CHLVAR004353,CHLVAR005156,,,,CHLVAR007778,CHLVAR003177,CHLVAR001960,,CHLVAR008187;CHLVAR008186,CHLVAR009452,CHLVAR007928,CHLVAR008306,CHLVAR000576,CHLVAR008321,,,CHLVAR005213,CHLVAR007417,CHLVAR005231,,CHLVAR008984,CHLVAR000764;CHLVAR009107;CHLVAR000765,CHLVAR001548,CHLVAR004751,CHLVAR006156,,,
COCSUB,248742,Chloroplastida,Coccomyxa subellipsoidea,eukaryota_odb112,86.1003861,,,4.633204633,9.266409266,False,EukProt,,20220328,eukprot,EP00206_Coccomyxa_subellipsoidea.fasta,genome,ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/258/705/GCF_000258705.1_Coccomyxa_subellipsoidae_v2.0/GCF_000258705.1_Coccomyxa_subellipsoidae_v2.0_genomic.fna.gz,COCSUB000214,COCSUB001552,COCSUB005126,COCSUB003054,COCSUB005746,COCSUB007492,COCSUB009678,COCSUB006965,COCSUB002858,COCSUB000673,COCSUB009341,COCSUB006183,COCSUB005093,COCSUB002982,COCSUB004721,COCSUB000233,COCSUB006656,COCSUB008544,COCSUB009389,,COCSUB001924,,COCSUB007857,,COCSUB009048,COCSUB009062,COCSUB004446,COCSUB005269,COCSUB001681,COCSUB006154,COCSUB003651,
CAULEN,148947,Chloroplastida,Caulerpa lentillifera,eukaryota_odb113,70.38461538,,,6.538461538,23.07692308,False,https://marinegenomics.oist.jp/umibudo/download/clen_genemodels-v1.1.faa.gz,,20220419,generic,clen_genemodels-v1.1.faa,genome,https://marinegenomics.oist.jp/umibudo/viewer/download?project_id=55,CAULEN005751,CAULEN000965,CAULEN007262,CAULEN001933,CAULEN005529,,,,CAULEN005542,CAULEN003089,CAULEN008803,,CAULEN005341,CAULEN000046,CAULEN001210,,,CAULEN008528,,,CAULEN009420,,CAULEN002670;CAULEN009735,,CAULEN000466,CAULEN003082,CAULEN002033,,CAULEN003269,CAULEN008450,,
CHLREI,3055,Chloroplastida,Chlamydomonas reinhardtii,eukaryota_odb114,91.76470588,,,3.921568627,4.31372549,True,http://ftp.ensemblgenomes.org/pub/plants/release-52/fasta/chlamydomonas_reinhardtii/pep/Chlamydomonas_reinhardtii.Chlamydomonas_reinhardtii_v5.5.pep.all.fa.gz,,20220419,ensembl,Chlamydomonas_reinhardtii.Chlamydomonas_reinhardtii_v5.5.pep.all.fa,genome,http://ftp.ensemblgenomes.org/pub/plants/release-52/fasta/chlamydomonas_reinhardtii/dna/Chlamydomonas_reinhardtii.Chlamydomonas_reinhardtii_v5.5.dna.toplevel.fa.gz ,CHLREI002709,CHLREI013625,CHLREI015307,CHLREI009364,CHLREI012093,CHLREI010502,CHLREI007066,CHLREI005747,CHLREI016405,CHLREI011027,CHLREI010008;CHLREI012624;CHLREI010183,CHLREI013763,CHLREI018495,CHLREI000351,CHLREI006649,CHLREI014418,CHLREI010340,CHLREI014407,CHLREI001381,,CHLREI002828,,CHLREI000816,,CHLREI012000;CHLREI011288,CHLREI013938;CHLREI013333,CHLREI004909;CHLREI014138,CHLREI003464,CHLREI009993;CHLREI010601,CHLREI018686,CHLREI008424,CHLREI004674
MONNEG,145388,Chloroplastida,Monoraphidium neglectum,eukaryota_odb115,49.01960784,,,23.1372549,27.84313725,False,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/611/645/GCF_000611645.1_mono_v1/GCF_000611645.1_mono_v1_protein.faa.gz,,20220419,gcf,GCF_000611645.1_mono_v1_protein.faa,genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/611/645/GCF_000611645.1_mono_v1/GCF_000611645.1_mono_v1_genomic.fna.gz,MONNEG011370;MONNEG004060,MONNEG015327;MONNEG005210,MONNEG003108,MONNEG009029,MONNEG004404,MONNEG014359;MONNEG014360,MONNEG004130;MONNEG011036,MONNEG000638;MONNEG010186,MONNEG001482,MONNEG010743,MONNEG009027;MONNEG004299,,MONNEG010192;MONNEG010191,MONNEG009878;MONNEG009877,MONNEG010645;MONNEG004901,MONNEG014568,MONNEG005580,MONNEG007129,,,MONNEG001110;MONNEG003053,,MONNEG003508,,MONNEG015560,MONNEG006648,MONNEG009697;MONNEG014167,MONNEG011880,MONNEG002014,MONNEG009751,MONNEG015801,MONNEG012656
TELSPE,2861132,Telonemia,Telonema sp P-2,eukaryota_odb116,81.08108108,,,10.81081081,8.108108108,False,EukProt,,20220328,eukprot,EP00658_Telonema_sp_P-2.fasta,transcriptome,,TELSPE042074;TELSPE042073;TELSPE042423,TELSPE020079;TELSPE007582,TELSPE034519;TELSPE034520;TELSPE022825;TELSPE052480;TELSPE052481,TELSPE030455;TELSPE057754;TELSPE068078;TELSPE011575;TELSPE011574,TELSPE029577;TELSPE004471;TELSPE065995;TELSPE065994;TELSPE071480;TELSPE036940;TELSPE036939,TELSPE085460,,TELSPE014888,TELSPE060443;TELSPE060444;TELSPE040187;TELSPE041727;TELSPE041728;TELSPE052065,TELSPE042344;TELSPE062018;TELSPE072021;TELSPE082000,TELSPE015741;TELSPE073753;TELSPE028431;TELSPE028430,TELSPE033566,TELSPE081395;TELSPE081394;TELSPE063399,TELSPE050847;TELSPE050850;TELSPE067176;TELSPE062729,TELSPE026308;TELSPE022563,,TELSPE065058,TELSPE040677;TELSPE040678;TELSPE034352,,,,,TELSPE024432,,,,,,,,,
TELSUB,232287,Telonemia,Telonema subtile,eukaryota_odb117,83.84879725,,,7.903780069,8.24742268,True,EukProt,,20220328,eukprot,EP00656_Telonema_subtile.fasta,transcriptome,,TELSUB047694;TELSUB047693;TELSUB047692,TELSUB026655;TELSUB025597,TELSUB046914;TELSUB040472;TELSUB040118,TELSUB006556;TELSUB019453,TELSUB014423;TELSUB031886;TELSUB019768;TELSUB005376,TELSUB035883,TELSUB044783,TELSUB018589;TELSUB018588,TELSUB046350;TELSUB034731,TELSUB010034;TELSUB024590;TELSUB024589;TELSUB006503;TELSUB006502,TELSUB000939,,TELSUB002564,TELSUB001638;TELSUB012768;TELSUB018180,TELSUB038304;TELSUB038303;TELSUB038305;TELSUB026664,,TELSUB039539;TELSUB039538,TELSUB040442,TELSUB012938,,,,TELSUB025606,,,,,,,,,
ELPMAR,933848,Rhizaria,Elphidium margaritaceum,eukaryota_odb118,59.07335907,,,11.1969112,29.72972973,False,EukProt,,20220328,eukprot,EP00485_Elphidium_margaritaceum.fasta,transcriptome,,ELPMAR009230,ELPMAR008353,ELPMAR015469,ELPMAR018682,ELPMAR013318,,,,ELPMAR016941,ELPMAR001061,ELPMAR009846,ELPMAR012270;ELPMAR008790,ELPMAR019979,ELPMAR019946,ELPMAR018751;ELPMAR015515,,ELPMAR011774,ELPMAR003788,ELPMAR009218,,,,ELPMAR012044,,ELPMAR009805,ELPMAR015214;ELPMAR007405;ELPMAR004296;ELPMAR006029,ELPMAR009965;ELPMAR020836,ELPMAR006872,ELPMAR023914,ELPMAR010774,,
LEPVOR,1108494,Rhizaria,Leptophrys vorax,eukaryota_odb119,76.0,,,13.0,11.0,False,EukProt,,20220328,eukprot,EP00475_Leptophrys_vorax.fasta,transcriptome,,LEPVOR007689;LEPVOR007687,LEPVOR007586,LEPVOR029394;LEPVOR042497,LEPVOR028035,LEPVOR024983;LEPVOR024984,LEPVOR001160;LEPVOR001157,LEPVOR011042;LEPVOR011040,LEPVOR038571;LEPVOR038572,LEPVOR043648;LEPVOR015983,LEPVOR016351;LEPVOR031063;LEPVOR006963;LEPVOR016353,LEPVOR004800;LEPVOR011271,LEPVOR001744;LEPVOR003717,LEPVOR000106;LEPVOR000105;LEPVOR000102;LEPVOR000103,LEPVOR006465;LEPVOR006468;LEPVOR006467,LEPVOR030776;LEPVOR034874;LEPVOR000008,,LEPVOR023229,LEPVOR006081,LEPVOR024000,,,,LEPVOR004238,,LEPVOR004636;LEPVOR004641;LEPVOR008740;LEPVOR004638,LEPVOR006531;LEPVOR045425,LEPVOR035473;LEPVOR035480;LEPVOR035475,LEPVOR038208,LEPVOR033163,LEPVOR024153,LEPVOR010066;LEPVOR010067,LEPVOR013144
PLABRA,37360,Rhizaria,Plasmodiophora brassicae,eukaryota_odb120,89.0625,,,3.515625,7.421875,True,http://ftp.ensemblgenomes.org/pub/protists/release-53/fasta/protists_rhizaria1_collection/plasmodiophora_brassicae_gca_001049375/pep/Plasmodiophora_brassicae_gca_001049375.pbe3.h15.pep.all.fa.gz,,euk4,ensembl,Plasmodiophora_brassicae_gca_001049375.pbe3.h15.pep.all.fa,genome,http://ftp.ensemblgenomes.org/pub/protists/release-53/fasta/protists_rhizaria1_collection/plasmodiophora_brassicae_gca_001049375/dna/Plasmodiophora_brassicae_gca_001049375.pbe3.h15.dna.toplevel.fa.gz,PLABRA002127,PLABRA001391,PLABRA008434,PLABRA003197,PLABRA001429,,,,PLABRA005021,PLABRA006919,PLABRA007569,PLABRA007672,PLABRA002645,PLABRA008686,PLABRA008006,PLABRA009629,PLABRA003385,PLABRA003912,PLABRA001488,,,,PLABRA005486,,PLABRA004946,PLABRA000562,PLABRA006726,PLABRA008393,PLABRA007894,PLABRA006926,,PLABRA003347
LAPGUS,2072850,Rhizaria,Lapot gusevi,eukaryota_odb121,77.89473684,,,11.22807018,10.87719298,False,EukProt,,20220328,eukprot,EP00455_Lapot_gusevi.fasta,transcriptome,,LAPGUS054755;LAPGUS017393;LAPGUS054754;LAPGUS054751;LAPGUS054753;LAPGUS027639,LAPGUS022010;LAPGUS008719;LAPGUS008718;LAPGUS016467,LAPGUS008102;LAPGUS008101,LAPGUS012321;LAPGUS012322;LAPGUS020206,LAPGUS037472;LAPGUS037169;LAPGUS014349,LAPGUS034051;LAPGUS056009;LAPGUS056008,,LAPGUS004185;LAPGUS055492;LAPGUS041558,LAPGUS023365;LAPGUS003812;LAPGUS003810;LAPGUS003809,LAPGUS027788;LAPGUS034833;LAPGUS005427,LAPGUS024690;LAPGUS022819;LAPGUS022817,LAPGUS025067,LAPGUS056722;LAPGUS056723;LAPGUS018716;LAPGUS031066,LAPGUS042450;LAPGUS033331;LAPGUS049503,,,,LAPGUS054471;LAPGUS041392,LAPGUS049749,,,,LAPGUS016223;LAPGUS027402,,LAPGUS021549;LAPGUS021548;LAPGUS032628,LAPGUS013044;LAPGUS005832;LAPGUS036405,LAPGUS037635;LAPGUS037634,LAPGUS026962;LAPGUS026961,LAPGUS045933,LAPGUS027689,,
BREMOT,1885055,Rhizaria,Brevimastigomonas motovehiculus,eukaryota_odb122,54.47470817,,,15.17509728,30.35019455,False,EukProt,,20220328,eukprot,EP00823_Brevimastigomonas_motovehiculus.fasta,transcriptome,,BREMOT000990;BREMOT000989;BREMOT009507;BREMOT004656,,BREMOT000449,,,BREMOT003614,,,,BREMOT009832;BREMOT003499,BREMOT002291;BREMOT002290,,,BREMOT004483,,BREMOT005972,,,BREMOT000514,,,,,,,BREMOT001194,BREMOT009830;BREMOT008901,BREMOT000205,BREMOT000926;BREMOT000925;BREMOT005934,,,
